id,district,latitude,longitude,crop_type,soil_type,field_area_ha,season,avg_temp_c,total_rainfall_mm,fertilizer_type,motor_type,motor_power_hp,flow_rate_lpm,yield_ton_per_ha,water_requirement_liters,irrigation_hours
604,Kasur,31.1155,74.4466,rice,clay,20.22,Kharif,34.5,722.1,DAP,Extra Heavy,30,900,3.5,13749600,254.6
605,Sialkot,32.4922,74.5311,wheat,loam,1.99,Rabi,16.3,312.8,NPK,Small,3,60,3.8,895500,248.8
606,Sheikhupura,31.7131,73.9783,potato,sandy loam,31.0,Rabi,22.9,284.2,Urea,Mega,40,1200,2.2,12400000,172.2
607,Multan,30.1575,71.5249,maize,loam,18.51,Kharif,29.5,424.1,NPK,Extra Heavy,30,900,3.3,8884800,164.5
608,Multan,30.1575,71.5249,maize,loam,38.97,Kharif,22.1,415.2,DAP,Mega,40,1200,4.1,18705600,259.8
609,Karachi,24.8607,67.0011,maize,loam,41.08,Kharif,25.0,319.5,NPK,Ultra,50,1500,3.0,19718400,219.1
610,Kasur,31.1155,74.4466,wheat,silty loam,36.53,Rabi,19.2,255.3,Urea,Mega,40,1200,3.2,16438500,228.3
611,Islamabad,33.6844,73.0479,potato,sandy loam,19.12,Rabi,24.8,307.4,FYM,Extra Heavy,30,900,3.2,7648000,141.6
612,Rawalpindi,33.5651,73.0169,sugarcane,loam,37.75,Kharif,25.8,414.8,Urea,Mega,40,1200,53.8,28312500,393.2
613,Sargodha,32.0836,72.6711,cotton,loam,9.59,Kharif,25.6,163.2,DAP,Large,10,300,2.8,4986800,277.0
614,Bahawalpur,29.3956,71.6836,wheat,clay loam,47.04,Rabi,23.3,358.5,None,Ultra,50,1500,4.4,21168000,235.2
615,Sukkur,27.7132,68.8482,maize,loam,47.5,Kharif,23.2,330.4,FYM,Ultra,50,1500,3.1,22800000,253.3
616,Multan,30.1575,71.5249,rice,clay,10.47,Kharif,30.9,760.2,NPK,Heavy,20,600,3.6,7119600,197.8
617,Rawalpindi,33.5651,73.0169,rice,clay loam,32.2,Kharif,26.5,728.6,DAP,Mega,40,1200,4.8,21896000,304.1
618,Rahim Yar Khan,28.4209,70.2952,potato,loam,34.79,Rabi,17.4,273.2,Urea,Mega,40,1200,2.9,13916000,193.3
619,Sahiwal,30.6705,73.1063,gram,loamy sand,45.18,Rabi,24.1,146.1,None,Ultra,50,1500,2.2,15813000,175.7
620,Rahim Yar Khan,28.4209,70.2952,rice,clay,11.24,Kharif,30.4,598.3,FYM,Heavy,20,600,4.1,7643200,212.3
621,Sheikhupura,31.7131,73.9783,maize,sandy loam,47.26,Kharif,21.9,334.8,None,Ultra,50,1500,4.4,22684800,252.1
622,Sukkur,27.7132,68.8482,potato,sandy loam,5.74,Rabi,24.4,311.7,FYM,Upper Medium,7,200,2.3,2296000,191.3
623,Sheikhupura,31.7131,73.9783,cotton,sandy loam,6.73,Kharif,33.9,228.7,FYM,Upper Medium,7,200,2.1,3499600,291.6
624,Sargodha,32.0836,72.6711,sugarcane,loam,28.01,Kharif,34.0,470.4,None,Mega,40,1200,54.6,21007500,291.8
625,Sahiwal,30.6705,73.1063,cotton,loam,36.73,Kharif,28.3,346.2,None,Mega,40,1200,2.8,19099600,265.3
626,Sheikhupura,31.7131,73.9783,gram,loamy sand,31.45,Rabi,15.5,187.1,DAP,Mega,40,1200,1.6,11007500,152.9
627,Sahiwal,30.6705,73.1063,gram,loamy sand,15.46,Rabi,17.3,131.3,DAP,Extra Heavy,30,900,2.2,5411000,100.2
628,Peshawar,34.0151,71.5249,maize,loam,9.04,Kharif,22.2,460.4,DAP,Large,10,300,3.2,4339200,241.1
629,Bahawalpur,29.3956,71.6836,rice,clay,7.05,Kharif,25.4,556.0,NPK,Large,10,300,4.5,4794000,266.3
630,Gujrat,32.5742,74.0754,rice,clay loam,23.3,Kharif,33.6,766.2,NPK,Extra Heavy,30,900,4.4,15844000,293.4
631,Islamabad,33.6844,73.0479,rice,clay,25.86,Kharif,34.7,522.5,Urea,Mega,40,1200,4.2,17584800,244.2
632,Okara,30.8103,73.4513,gram,sandy loam,8.83,Rabi,21.1,223.3,None,Large,10,300,2.1,3090500,171.7
633,Lahore,31.5204,74.3587,potato,sandy loam,3.15,Rabi,16.1,252.5,FYM,Medium,5,120,3.3,1260000,175.0
634,Sahiwal,30.6705,73.1063,potato,sandy loam,33.23,Rabi,20.2,264.7,DAP,Mega,40,1200,3.1,13292000,184.6
635,Kasur,31.1155,74.4466,rice,clay,34.69,Kharif,25.6,671.2,FYM,Mega,40,1200,4.5,23589200,327.6
636,Bahawalpur,29.3956,71.6836,rice,clay,8.66,Kharif,32.9,762.7,Urea,Large,10,300,4.8,5888800,327.2
637,Sukkur,27.7132,68.8482,wheat,silty loam,49.29,Rabi,21.0,319.5,None,Ultra,50,1500,3.7,22180500,246.4
638,Faisalabad,31.4504,73.135,sugarcane,loam,1.2,Kharif,26.3,416.0,DAP,Small,3,60,53.0,900000,250.0
639,Sahiwal,30.6705,73.1063,gram,sandy loam,17.32,Rabi,19.0,158.7,FYM,Extra Heavy,30,900,1.7,6062000,112.3
640,Islamabad,33.6844,73.0479,sugarcane,loam,13.17,Kharif,27.8,542.4,NPK,Heavy,20,600,58.6,9877500,274.4
641,Jhang,31.2682,72.3184,wheat,clay loam,45.22,Rabi,24.7,305.4,FYM,Ultra,50,1500,3.5,20349000,226.1
642,Peshawar,34.0151,71.5249,cotton,sandy loam,5.01,Kharif,31.3,314.5,DAP,Upper Medium,7,200,2.1,2605200,217.1
643,Gujrat,32.5742,74.0754,gram,sandy loam,11.75,Rabi,18.6,154.7,DAP,Heavy,20,600,2.4,4112500,114.2
644,Bahawalpur,29.3956,71.6836,sugarcane,clay loam,28.73,Kharif,28.2,492.4,FYM,Mega,40,1200,51.0,21547500,299.3
645,Sahiwal,30.6705,73.1063,maize,loam,13.91,Kharif,28.3,337.5,Urea,Heavy,20,600,3.2,6676800,185.5
646,Quetta,30.1798,66.975,gram,loamy sand,38.11,Rabi,23.3,124.2,Urea,Mega,40,1200,2.1,13338500,185.3
647,Islamabad,33.6844,73.0479,cotton,loam,36.96,Kharif,27.0,209.1,None,Mega,40,1200,2.9,19219200,266.9
648,Multan,30.1575,71.5249,sugarcane,loam,4.79,Kharif,31.5,482.1,DAP,Medium,5,120,51.7,3592500,499.0
649,Kasur,31.1155,74.4466,gram,loamy sand,44.52,Rabi,22.0,134.2,FYM,Ultra,50,1500,1.8,15582000,173.1
650,Lahore,31.5204,74.3587,cotton,sandy loam,49.89,Kharif,33.2,183.1,NPK,Ultra,50,1500,2.8,25942800,288.3
651,Sahiwal,30.6705,73.1063,potato,loam,3.86,Rabi,16.2,346.4,NPK,Medium,5,120,2.7,1544000,214.4
652,Lahore,31.5204,74.3587,gram,loamy sand,34.92,Rabi,22.0,119.9,Urea,Mega,40,1200,2.2,12222000,169.8
653,Islamabad,33.6844,73.0479,cotton,loam,14.4,Kharif,25.4,241.0,DAP,Heavy,20,600,2.8,7488000,208.0
654,Gujranwala,32.1877,74.1945,gram,loamy sand,31.84,Rabi,24.4,166.7,FYM,Mega,40,1200,1.8,11144000,154.8
655,Jhang,31.2682,72.3184,wheat,clay loam,24.57,Rabi,18.5,369.9,Urea,Extra Heavy,30,900,3.2,11056500,204.8
656,Jhang,31.2682,72.3184,sugarcane,loam,8.65,Kharif,34.9,553.2,Urea,Large,10,300,56.2,6487500,360.4
657,Okara,30.8103,73.4513,rice,clay,47.54,Kharif,33.1,572.6,NPK,Ultra,50,1500,4.2,32327200,359.2
658,Multan,30.1575,71.5249,maize,sandy loam,32.89,Kharif,22.7,440.7,None,Mega,40,1200,3.5,15787200,219.3
659,Gujranwala,32.1877,74.1945,cotton,loam,9.58,Kharif,27.3,163.1,FYM,Large,10,300,2.8,4981600,276.8
660,Sheikhupura,31.7131,73.9783,rice,clay loam,40.54,Kharif,33.3,506.6,None,Ultra,50,1500,4.2,27567200,306.3
661,Jhang,31.2682,72.3184,gram,loamy sand,21.08,Rabi,18.2,159.7,Urea,Extra Heavy,30,900,1.7,7378000,136.6
662,Jhang,31.2682,72.3184,gram,sandy loam,17.47,Rabi,19.2,213.6,NPK,Extra Heavy,30,900,2.2,6114500,113.2
663,Lahore,31.5204,74.3587,maize,loam,8.07,Kharif,23.8,473.8,Urea,Large,10,300,3.9,3873600,215.2
664,Okara,30.8103,73.4513,gram,loamy sand,18.31,Rabi,23.9,110.0,DAP,Extra Heavy,30,900,2.4,6408500,118.7
665,Sukkur,27.7132,68.8482,sugarcane,clay loam,3.33,Kharif,28.5,420.7,DAP,Medium,5,120,62.2,2497500,346.9
666,Okara,30.8103,73.4513,cotton,sandy loam,18.59,Kharif,33.5,244.2,Urea,Extra Heavy,30,900,2.7,9666800,179.0
667,Jhang,31.2682,72.3184,rice,clay,40.05,Kharif,30.2,778.6,FYM,Ultra,50,1500,4.0,27234000,302.6
668,Gujranwala,32.1877,74.1945,sugarcane,loam,15.86,Kharif,28.8,431.8,NPK,Extra Heavy,30,900,66.4,11895000,220.3
669,Quetta,30.1798,66.975,wheat,clay loam,7.4,Rabi,19.9,240.0,DAP,Large,10,300,4.3,3330000,185.0
670,Jhang,31.2682,72.3184,maize,loam,19.21,Kharif,28.7,457.8,FYM,Extra Heavy,30,900,3.4,9220800,170.8
671,Gujrat,32.5742,74.0754,gram,loamy sand,43.09,Rabi,16.7,140.3,None,Ultra,50,1500,1.6,15081500,167.6
672,Gujrat,32.5742,74.0754,wheat,silty loam,23.94,Rabi,22.1,372.1,Urea,Extra Heavy,30,900,4.1,10773000,199.5
673,Rahim Yar Khan,28.4209,70.2952,potato,loam,25.59,Rabi,16.4,202.1,DAP,Mega,40,1200,2.8,10236000,142.2
674,Sheikhupura,31.7131,73.9783,maize,loam,30.0,Kharif,26.3,358.0,Urea,Mega,40,1200,3.6,14400000,200.0
675,Multan,30.1575,71.5249,rice,clay,3.85,Kharif,25.2,638.8,None,Medium,5,120,4.3,2618000,363.6
676,Sargodha,32.0836,72.6711,rice,clay,28.31,Kharif,32.4,596.9,Urea,Mega,40,1200,4.2,19250800,267.4
677,Bahawalpur,29.3956,71.6836,gram,sandy loam,35.04,Rabi,24.0,140.7,NPK,Mega,40,1200,2.5,12264000,170.3
678,Rawalpindi,33.5651,73.0169,gram,loamy sand,44.4,Rabi,16.5,204.0,Urea,Ultra,50,1500,2.2,15540000,172.7
679,Sahiwal,30.6705,73.1063,wheat,loam,35.96,Rabi,21.0,324.3,FYM,Mega,40,1200,4.3,16182000,224.8
680,Quetta,30.1798,66.975,rice,clay loam,45.78,Kharif,30.3,506.8,Urea,Ultra,50,1500,4.5,31130400,345.9
681,Rawalpindi,33.5651,73.0169,potato,loam,36.31,Rabi,19.3,250.4,DAP,Mega,40,1200,2.7,14524000,201.7
682,Sheikhupura,31.7131,73.9783,rice,clay,3.92,Kharif,33.5,686.9,DAP,Medium,5,120,4.5,2665600,370.2
683,Okara,30.8103,73.4513,sugarcane,clay loam,28.05,Kharif,27.8,516.6,FYM,Mega,40,1200,65.3,21037500,292.2
684,Karachi,24.8607,67.0011,maize,loam,23.39,Kharif,22.7,438.1,None,Extra Heavy,30,900,3.3,11227200,207.9
685,Sialkot,32.4922,74.5311,cotton,sandy loam,49.66,Kharif,32.0,234.0,None,Ultra,50,1500,2.4,25823200,286.9
686,Okara,30.8103,73.4513,wheat,silty loam,10.55,Rabi,20.6,355.6,Urea,Heavy,20,600,3.7,4747500,131.9
687,Sukkur,27.7132,68.8482,cotton,loam,43.9,Kharif,34.1,187.2,Urea,Ultra,50,1500,1.6,22828000,253.6
688,Sialkot,32.4922,74.5311,gram,loamy sand,11.85,Rabi,23.1,225.6,DAP,Heavy,20,600,1.5,4147500,115.2
689,Sukkur,27.7132,68.8482,maize,sandy loam,48.15,Kharif,29.0,498.0,None,Ultra,50,1500,4.2,23112000,256.8
690,Quetta,30.1798,66.975,gram,loamy sand,43.67,Rabi,21.2,173.3,DAP,Ultra,50,1500,2.3,15284500,169.8
691,Multan,30.1575,71.5249,wheat,clay loam,27.24,Rabi,19.7,288.8,NPK,Mega,40,1200,3.9,12258000,170.2
692,Islamabad,33.6844,73.0479,sugarcane,loam,22.98,Kharif,29.3,450.2,NPK,Extra Heavy,30,900,63.9,17235000,319.2
693,Jhang,31.2682,72.3184,potato,sandy loam,37.08,Rabi,22.2,265.9,DAP,Mega,40,1200,2.8,14832000,206.0
694,Karachi,24.8607,67.0011,gram,sandy loam,20.48,Rabi,23.8,173.8,DAP,Extra Heavy,30,900,2.2,7168000,132.7
695,Karachi,24.8607,67.0011,gram,loamy sand,44.7,Rabi,17.5,113.4,FYM,Ultra,50,1500,2.0,15645000,173.8
696,Sahiwal,30.6705,73.1063,sugarcane,loam,39.9,Kharif,26.5,433.6,None,Mega,40,1200,51.9,29925000,415.6
697,Peshawar,34.0151,71.5249,potato,loam,44.68,Rabi,19.7,260.1,None,Ultra,50,1500,3.4,17872000,198.6
698,Gujranwala,32.1877,74.1945,wheat,clay loam,38.73,Rabi,18.8,310.2,FYM,Mega,40,1200,4.1,17428500,242.1
699,Gujranwala,32.1877,74.1945,maize,sandy loam,30.93,Kharif,29.4,288.1,NPK,Mega,40,1200,3.4,14846400,206.2
700,Faisalabad,31.4504,73.135,cotton,loam,39.75,Kharif,33.4,266.9,FYM,Mega,40,1200,1.9,20670000,287.1
701,Karachi,24.8607,67.0011,sugarcane,loam,49.11,Kharif,34.0,593.5,Urea,Ultra,50,1500,54.5,36832500,409.2
702,Sheikhupura,31.7131,73.9783,gram,sandy loam,35.4,Rabi,18.8,175.2,None,Mega,40,1200,1.9,12390000,172.1
703,Sialkot,32.4922,74.5311,gram,sandy loam,23.45,Rabi,19.7,245.8,DAP,Extra Heavy,30,900,2.0,8207500,152.0
704,Sialkot,32.4922,74.5311,maize,sandy loam,5.38,Kharif,25.9,342.6,NPK,Upper Medium,7,200,3.0,2582400,215.2
705,Rawalpindi,33.5651,73.0169,maize,loam,22.43,Kharif,21.0,252.1,NPK,Extra Heavy,30,900,3.2,10766400,199.4
706,Rahim Yar Khan,28.4209,70.2952,wheat,loam,29.63,Rabi,23.8,286.2,FYM,Mega,40,1200,3.4,13333500,185.2
707,Karachi,24.8607,67.0011,cotton,loam,2.22,Kharif,26.2,304.1,DAP,Small,3,60,1.5,1154400,320.7
708,Kasur,31.1155,74.4466,gram,sandy loam,28.1,Rabi,21.9,165.1,None,Mega,40,1200,2.4,9835000,136.6
709,Peshawar,34.0151,71.5249,potato,sandy loam,14.88,Rabi,15.1,213.6,Urea,Heavy,20,600,3.0,5952000,165.3
710,Faisalabad,31.4504,73.135,cotton,loam,13.67,Kharif,30.3,201.5,DAP,Heavy,20,600,2.4,7108400,197.5
711,Faisalabad,31.4504,73.135,maize,loam,32.92,Kharif,23.9,419.9,None,Mega,40,1200,4.2,15801600,219.5
712,Islamabad,33.6844,73.0479,wheat,clay loam,36.21,Rabi,18.4,343.7,FYM,Mega,40,1200,3.1,16294500,226.3
713,Jhang,31.2682,72.3184,gram,sandy loam,35.36,Rabi,24.5,173.7,DAP,Mega,40,1200,2.4,12376000,171.9
714,Jhang,31.2682,72.3184,maize,sandy loam,46.76,Kharif,23.6,446.7,NPK,Ultra,50,1500,3.8,22444800,249.4
715,Gujranwala,32.1877,74.1945,potato,loam,46.56,Rabi,17.3,274.8,None,Ultra,50,1500,2.7,18624000,206.9
716,Sahiwal,30.6705,73.1063,gram,sandy loam,13.61,Rabi,24.0,169.8,DAP,Heavy,20,600,1.9,4763500,132.3
717,Jhang,31.2682,72.3184,cotton,sandy loam,35.83,Kharif,29.9,343.4,NPK,Mega,40,1200,2.8,18631600,258.8
718,Kasur,31.1155,74.4466,sugarcane,loam,29.66,Kharif,32.8,475.6,NPK,Mega,40,1200,62.9,22245000,309.0
719,Okara,30.8103,73.4513,wheat,clay loam,48.02,Rabi,16.0,371.6,Urea,Ultra,50,1500,4.4,21609000,240.1
720,Gujrat,32.5742,74.0754,maize,loam,25.57,Kharif,26.7,384.8,FYM,Mega,40,1200,4.3,12273600,170.5
721,Jhang,31.2682,72.3184,rice,clay,33.01,Kharif,29.1,699.0,None,Mega,40,1200,4.2,22446800,311.8
722,Gujrat,32.5742,74.0754,wheat,clay loam,2.37,Rabi,15.4,390.2,NPK,Small,3,60,3.2,1066500,296.2
723,Karachi,24.8607,67.0011,sugarcane,loam,41.25,Kharif,34.0,576.4,FYM,Ultra,50,1500,59.6,30937500,343.8
724,Peshawar,34.0151,71.5249,maize,sandy loam,2.38,Kharif,25.1,365.6,NPK,Small,3,60,3.6,1142400,317.3
725,Karachi,24.8607,67.0011,maize,loam,20.47,Kharif,22.1,453.2,None,Extra Heavy,30,900,4.3,9825600,182.0
726,Multan,30.1575,71.5249,potato,sandy loam,1.62,Rabi,22.0,237.8,Urea,Small,3,60,3.2,648000,180.0
727,Sukkur,27.7132,68.8482,wheat,silty loam,35.57,Rabi,17.4,318.2,None,Mega,40,1200,3.6,16006500,222.3
728,Islamabad,33.6844,73.0479,sugarcane,clay loam,37.28,Kharif,26.7,428.5,FYM,Mega,40,1200,51.5,27960000,388.3
729,Rawalpindi,33.5651,73.0169,rice,clay loam,1.23,Kharif,33.7,737.5,Urea,Small,3,60,3.6,836400,232.3
730,Sahiwal,30.6705,73.1063,maize,sandy loam,19.68,Kharif,20.8,461.2,DAP,Extra Heavy,30,900,4.4,9446400,174.9
731,Peshawar,34.0151,71.5249,maize,loam,23.68,Kharif,20.5,498.1,Urea,Extra Heavy,30,900,3.9,11366400,210.5
732,Kasur,31.1155,74.4466,cotton,loam,17.0,Kharif,28.7,243.0,None,Extra Heavy,30,900,1.8,8840000,163.7
733,Rahim Yar Khan,28.4209,70.2952,maize,loam,25.58,Kharif,20.2,435.8,Urea,Mega,40,1200,3.2,12278400,170.5
734,Sargodha,32.0836,72.6711,cotton,sandy loam,35.73,Kharif,31.3,301.9,Urea,Mega,40,1200,1.8,18579600,258.1
735,Sialkot,32.4922,74.5311,sugarcane,clay loam,25.79,Kharif,32.8,521.5,FYM,Mega,40,1200,51.2,19342500,268.6
736,Peshawar,34.0151,71.5249,cotton,loam,38.71,Kharif,26.2,300.7,NPK,Mega,40,1200,2.1,20129200,279.6
737,Sahiwal,30.6705,73.1063,wheat,silty loam,6.77,Rabi,21.8,213.6,DAP,Upper Medium,7,200,3.1,3046500,253.9
738,Multan,30.1575,71.5249,sugarcane,loam,46.65,Kharif,30.1,411.5,DAP,Ultra,50,1500,66.8,34987500,388.8
739,Quetta,30.1798,66.975,cotton,sandy loam,29.21,Kharif,26.0,324.8,Urea,Mega,40,1200,2.8,15189200,211.0
740,Lahore,31.5204,74.3587,potato,sandy loam,41.89,Rabi,22.8,319.9,DAP,Ultra,50,1500,2.5,16756000,186.2
741,Rawalpindi,33.5651,73.0169,potato,loam,45.21,Rabi,22.7,311.3,NPK,Ultra,50,1500,3.1,18084000,200.9
742,Peshawar,34.0151,71.5249,sugarcane,loam,39.16,Kharif,30.1,517.0,Urea,Mega,40,1200,62.0,29370000,407.9
743,Kasur,31.1155,74.4466,maize,loam,14.86,Kharif,29.8,268.0,Urea,Heavy,20,600,3.2,7132800,198.1
744,Jhang,31.2682,72.3184,gram,sandy loam,46.51,Rabi,24.9,100.7,DAP,Ultra,50,1500,1.6,16278500,180.9
745,Jhang,31.2682,72.3184,maize,sandy loam,25.96,Kharif,20.2,287.5,Urea,Mega,40,1200,3.3,12460800,173.1
746,Sialkot,32.4922,74.5311,wheat,silty loam,38.83,Rabi,21.7,400.0,FYM,Mega,40,1200,4.4,17473500,242.7
747,Gujranwala,32.1877,74.1945,gram,sandy loam,19.45,Rabi,23.7,108.2,None,Extra Heavy,30,900,1.9,6807500,126.1
748,Gujranwala,32.1877,74.1945,sugarcane,clay loam,35.09,Kharif,27.1,593.3,NPK,Mega,40,1200,57.5,26317500,365.5
749,Kasur,31.1155,74.4466,sugarcane,loam,38.87,Kharif,30.1,406.9,Urea,Mega,40,1200,57.2,29152500,404.9
750,Gujrat,32.5742,74.0754,potato,loam,47.35,Rabi,15.1,238.8,NPK,Ultra,50,1500,3.4,18940000,210.4
751,Gujrat,32.5742,74.0754,cotton,sandy loam,3.69,Kharif,25.2,214.8,DAP,Medium,5,120,2.2,1918800,266.5
752,Faisalabad,31.4504,73.135,maize,sandy loam,13.79,Kharif,24.5,257.3,Urea,Heavy,20,600,3.1,6619200,183.9
753,Sargodha,32.0836,72.6711,potato,loam,18.21,Rabi,17.1,248.7,FYM,Extra Heavy,30,900,2.2,7284000,134.9
754,Multan,30.1575,71.5249,wheat,silty loam,45.66,Rabi,19.3,299.7,Urea,Ultra,50,1500,4.0,20547000,228.3
755,Multan,30.1575,71.5249,cotton,sandy loam,39.14,Kharif,34.0,220.3,NPK,Mega,40,1200,2.6,20352800,282.7
756,Faisalabad,31.4504,73.135,maize,sandy loam,23.47,Kharif,28.9,359.0,FYM,Extra Heavy,30,900,4.1,11265600,208.6
757,Sheikhupura,31.7131,73.9783,sugarcane,loam,20.48,Kharif,26.5,462.0,DAP,Extra Heavy,30,900,63.7,15360000,284.4
758,Bahawalpur,29.3956,71.6836,rice,clay loam,6.12,Kharif,28.2,585.9,NPK,Upper Medium,7,200,4.6,4161600,346.8
759,Sheikhupura,31.7131,73.9783,rice,clay loam,2.28,Kharif,29.0,613.2,None,Small,3,60,3.6,1550400,430.7
760,Okara,30.8103,73.4513,gram,loamy sand,1.24,Rabi,21.7,205.7,Urea,Small,3,60,1.9,434000,120.6
761,Sargodha,32.0836,72.6711,wheat,clay loam,44.87,Rabi,19.6,266.6,NPK,Ultra,50,1500,3.9,20191500,224.3
762,Quetta,30.1798,66.975,potato,sandy loam,9.43,Rabi,15.1,339.2,DAP,Large,10,300,2.9,3772000,209.6
763,Rawalpindi,33.5651,73.0169,maize,loam,1.59,Kharif,28.7,364.3,Urea,Small,3,60,4.3,763200,212.0
764,Sukkur,27.7132,68.8482,gram,sandy loam,44.3,Rabi,24.7,195.7,Urea,Ultra,50,1500,1.8,15505000,172.3
765,Karachi,24.8607,67.0011,gram,loamy sand,28.01,Rabi,20.8,188.5,Urea,Mega,40,1200,2.3,9803500,136.2
766,Sialkot,32.4922,74.5311,potato,sandy loam,41.83,Rabi,23.6,226.5,Urea,Ultra,50,1500,2.9,16732000,185.9
767,Okara,30.8103,73.4513,gram,loamy sand,10.82,Rabi,21.0,218.1,DAP,Heavy,20,600,2.4,3787000,105.2
768,Gujrat,32.5742,74.0754,cotton,sandy loam,43.72,Kharif,27.6,207.2,None,Ultra,50,1500,2.4,22734400,252.6
769,Okara,30.8103,73.4513,potato,sandy loam,45.27,Rabi,23.2,216.3,NPK,Ultra,50,1500,2.8,18108000,201.2
770,Peshawar,34.0151,71.5249,gram,loamy sand,6.14,Rabi,16.2,160.1,NPK,Upper Medium,7,200,1.5,2149000,179.1
771,Lahore,31.5204,74.3587,gram,sandy loam,41.5,Rabi,15.3,177.8,Urea,Ultra,50,1500,2.1,14525000,161.4
772,Multan,30.1575,71.5249,sugarcane,loam,41.79,Kharif,32.5,591.3,None,Ultra,50,1500,50.3,31342500,348.2
773,Rawalpindi,33.5651,73.0169,potato,loam,6.25,Rabi,22.8,236.8,FYM,Upper Medium,7,200,3.2,2500000,208.3
774,Bahawalpur,29.3956,71.6836,potato,sandy loam,28.42,Rabi,16.5,228.4,None,Mega,40,1200,2.4,11368000,157.9
775,Sheikhupura,31.7131,73.9783,wheat,silty loam,11.4,Rabi,23.3,240.5,None,Heavy,20,600,3.1,5130000,142.5
776,Quetta,30.1798,66.975,cotton,sandy loam,10.27,Kharif,33.3,341.2,Urea,Heavy,20,600,1.9,5340400,148.3
777,Sialkot,32.4922,74.5311,potato,loam,46.02,Rabi,19.5,264.9,None,Ultra,50,1500,2.1,18408000,204.5
778,Multan,30.1575,71.5249,maize,loam,1.58,Kharif,21.2,416.5,DAP,Small,3,60,3.8,758400,210.7
779,Faisalabad,31.4504,73.135,gram,sandy loam,36.23,Rabi,18.7,108.1,None,Mega,40,1200,2.4,12680500,176.1
780,Sheikhupura,31.7131,73.9783,cotton,sandy loam,9.44,Kharif,28.1,249.1,Urea,Large,10,300,1.5,4908800,272.7
781,Lahore,31.5204,74.3587,cotton,loam,42.0,Kharif,28.7,166.0,DAP,Ultra,50,1500,2.6,21840000,242.7
782,Quetta,30.1798,66.975,rice,clay,41.63,Kharif,32.8,605.5,FYM,Ultra,50,1500,4.0,28308400,314.5
783,Multan,30.1575,71.5249,potato,loam,8.37,Rabi,15.6,224.6,FYM,Large,10,300,2.7,3348000,186.0
784,Sargodha,32.0836,72.6711,gram,loamy sand,40.84,Rabi,22.5,101.7,Urea,Ultra,50,1500,2.2,14294000,158.8
785,Sheikhupura,31.7131,73.9783,sugarcane,loam,9.94,Kharif,30.1,592.3,NPK,Large,10,300,61.4,7455000,414.2
786,Gujrat,32.5742,74.0754,cotton,loam,20.6,Kharif,27.1,262.1,None,Extra Heavy,30,900,1.5,10712000,198.4
787,Lahore,31.5204,74.3587,maize,loam,32.96,Kharif,26.3,410.8,DAP,Mega,40,1200,3.4,15820800,219.7
788,Sahiwal,30.6705,73.1063,maize,sandy loam,49.87,Kharif,25.5,451.2,None,Ultra,50,1500,4.2,23937600,266.0
789,Islamabad,33.6844,73.0479,rice,clay loam,35.82,Kharif,26.3,636.7,FYM,Mega,40,1200,3.9,24357600,338.3
790,Sahiwal,30.6705,73.1063,potato,sandy loam,40.49,Rabi,20.6,309.3,FYM,Ultra,50,1500,3.1,16196000,180.0
791,Lahore,31.5204,74.3587,rice,clay,43.31,Kharif,28.0,795.1,DAP,Ultra,50,1500,4.7,29450800,327.2
792,Kasur,31.1155,74.4466,wheat,loam,28.29,Rabi,20.8,365.3,NPK,Mega,40,1200,3.8,12730500,176.8
793,Okara,30.8103,73.4513,rice,clay,21.23,Kharif,34.7,528.8,DAP,Extra Heavy,30,900,3.9,14436400,267.3
794,Bahawalpur,29.3956,71.6836,cotton,loam,32.77,Kharif,27.4,212.2,FYM,Mega,40,1200,2.1,17040400,236.7
795,Sargodha,32.0836,72.6711,maize,loam,12.93,Kharif,29.7,354.5,FYM,Heavy,20,600,4.0,6206400,172.4
796,Lahore,31.5204,74.3587,wheat,silty loam,11.62,Rabi,23.4,376.7,None,Heavy,20,600,4.3,5229000,145.2
797,Sialkot,32.4922,74.5311,cotton,sandy loam,4.85,Kharif,28.5,180.8,None,Medium,5,120,1.9,2522000,350.3
798,Islamabad,33.6844,73.0479,rice,clay loam,40.82,Kharif,29.8,562.6,DAP,Ultra,50,1500,4.5,27757600,308.4
799,Kasur,31.1155,74.4466,wheat,loam,29.59,Rabi,18.6,291.5,Urea,Mega,40,1200,3.3,13315500,184.9
800,Sargodha,32.0836,72.6711,gram,loamy sand,31.0,Rabi,17.6,222.4,Urea,Mega,40,1200,2.4,10850000,150.7
801,Lahore,31.5204,74.3587,maize,loam,18.39,Kharif,25.7,398.4,Urea,Extra Heavy,30,900,3.2,8827200,163.5
802,Faisalabad,31.4504,73.135,wheat,loam,18.67,Rabi,22.2,243.3,FYM,Extra Heavy,30,900,4.3,8401500,155.6
803,Jhang,31.2682,72.3184,potato,loam,2.04,Rabi,16.0,269.5,Urea,Small,3,60,2.0,816000,226.7
804,Quetta,30.1798,66.975,potato,sandy loam,6.57,Rabi,20.2,239.9,None,Upper Medium,7,200,2.6,2628000,219.0
805,Bahawalpur,29.3956,71.6836,sugarcane,loam,24.4,Kharif,31.2,482.5,None,Extra Heavy,30,900,64.9,18300000,338.9
806,Quetta,30.1798,66.975,rice,clay loam,14.26,Kharif,27.3,752.8,DAP,Heavy,20,600,4.1,9696800,269.4
