id,district,latitude,longitude,crop_type,soil_type,field_area_ha,season,avg_temp_c,total_rainfall_mm,soil_water_retention_mm,fertilizer_type,fertilizer_amount_kg_ha,yield_ton_per_ha,water_requirement_liters_day
714,Lahore,31.5204,74.3587,cotton,sandy loam,7.72,Kharif,33.2,177.9,103,None,0,2.2,178320
715,Turbat,26.0012,63.0515,maize,loam,3.16,Kharif,28.3,462.5,157,NPK,156,3.7,45504
716,Attock,33.7731,72.3744,gram,sandy loam,3.7,Rabi,17.7,160.6,144,NPK,152,2.0,62005
717,Mardan,34.1983,72.0452,tobacco,silty loam,9.55,Kharif,23.3,259.5,172,Urea,185,1.9,154975
718,Rahim Yar Khan,28.4209,70.2952,tobacco,loam,8.22,Kharif,26.2,273.6,195,NPK,187,1.9,109096
719,Jhelum,32.9416,73.7251,maize,sandy loam,8.86,Kharif,20.8,380.4,124,None,0,3.9,102067
720,Peshawar,34.0151,71.5249,tobacco,loam,8.25,Kharif,26.5,318.7,172,Urea,187,1.6,103950
721,Sargodha,32.0836,72.6711,potato,sandy loam,4.37,Rabi,17.0,314.9,100,Urea,171,2.2,41952
722,Gujrat,32.5742,74.0754,potato,loam,7.56,Rabi,16.5,327.3,196,DAP,125,2.4,90720
723,Mirpur Khas,25.5255,69.0159,maize,sandy loam,0.59,Kharif,29.8,405.6,130,DAP,169,4.3,6797
724,Chitral,35.8512,71.7864,sugarcane,clay loam,5.14,Kharif,28.9,444.6,193,None,0,67.6,138780
725,Chitral,35.8512,71.7864,cotton,sandy loam,0.89,Kharif,34.9,285.9,130,NPK,183,1.8,11107
726,Karachi,24.8607,67.0011,wheat,loam,6.73,Rabi,22.5,377.8,190,DAP,132,3.3,90855
727,Sheikhupura,31.7131,73.9783,sugarcane,loam,8.78,Kharif,26.9,407.7,199,FYM,267,61.6,197550
728,Karachi,24.8607,67.0011,tobacco,loam,4.88,Kharif,25.0,389.3,194,NPK,183,1.7,61488
729,Islamabad,33.6844,73.0479,wheat,silty loam,7.67,Rabi,15.5,207.9,219,NPK,199,3.1,182334
730,Hafizabad,32.0709,73.688,tobacco,silty loam,7.4,Kharif,20.6,325.3,183,NPK,211,1.6,102564
731,Turbat,26.0012,63.0515,potato,loam,8.68,Rabi,18.1,213.8,151,FYM,304,3.4,161622
732,Faisalabad,31.4504,73.135,rice,clay,5.57,Kharif,28.5,582.0,232,NPK,197,4.9,147716
733,Nawabshah,26.2483,68.4035,apple orchard,loam,7.77,Perennial,19.3,366.3,180,None,0,7.4,88578
734,Islamabad,33.6844,73.0479,wheat,loam,4.22,Rabi,18.3,279.8,169,NPK,163,4.1,57065
735,Sukkur,27.7132,68.8482,gram,sandy loam,6.25,Rabi,18.3,238.2,119,DAP,130,1.9,70788
736,Dera Ismail Khan,31.8322,70.9024,date palm,sandy,1.14,Perennial,34.9,54.6,81,DAP,145,11.8,20672
737,Attock,33.7731,72.3744,sugarcane,loam,7.08,Kharif,33.4,439.0,169,None,0,63.0,159300
738,Chiniot,31.716,72.9814,maize,loam,7.31,Kharif,24.4,268.5,177,FYM,232,3.8,115352
739,Islamabad,33.6844,73.0479,tobacco,silty loam,8.46,Kharif,23.0,381.6,218,FYM,267,2.3,117256
740,Muzaffarabad,34.3702,73.4711,sugarcane,clay loam,7.12,Kharif,30.2,554.2,244,None,0,58.9,192240
741,Charsadda,34.1453,71.7436,sugarcane,clay loam,4.21,Kharif,26.0,435.2,182,FYM,309,51.2,113670
742,Rawalpindi,33.5651,73.0169,gram,loamy sand,9.64,Rabi,15.2,186.1,120,NPK,167,2.1,135318
743,Faisalabad,31.4504,73.135,date palm,desert sand,1.72,Perennial,34.1,121.1,49,None,0,10.8,17989
744,Burewala,30.15,72.65,apple orchard,rocky loam,1.12,Perennial,18.5,450.1,165,FYM,277,8.6,11491
745,Khanewal,30.3016,71.9351,apple orchard,rocky loam,9.0,Perennial,13.3,458.5,139,FYM,233,9.3,92340
746,Rahim Yar Khan,28.4209,70.2952,maize,loam,5.05,Kharif,20.9,314.4,193,NPK,193,3.0,72720
747,Jhelum,32.9416,73.7251,sugarcane,loam,2.16,Kharif,30.4,560.7,150,FYM,330,58.3,48600
748,Quetta,30.1798,66.975,sugarcane,loam,4.85,Kharif,31.1,557.5,182,Urea,160,62.2,109125
749,Hyderabad,25.396,68.3578,cotton,sandy loam,9.47,Kharif,31.9,215.3,128,NPK,164,2.0,181907
750,Rahim Yar Khan,28.4209,70.2952,date palm,desert sand,5.46,Perennial,28.2,89.0,60,DAP,143,9.1,63677
751,Quetta,30.1798,66.975,sugarcane,loam,6.19,Kharif,34.7,533.6,175,FYM,214,69.0,139275
752,Kohat,33.5861,71.4414,gram,sandy loam,8.56,Rabi,20.0,106.2,116,FYM,304,2.4,176045
753,Lasbela,25.8694,66.7097,maize,sandy loam,7.98,Kharif,24.0,304.1,115,DAP,143,3.4,91930
754,Burewala,30.15,72.65,gram,sandy loam,5.3,Rabi,16.9,214.4,146,NPK,185,1.8,68858
755,Sargodha,32.0836,72.6711,gram,loamy sand,3.79,Rabi,20.4,133.1,116,NPK,184,1.8,66383
756,Khanewal,30.3016,71.9351,gram,sandy loam,6.61,Rabi,16.7,168.1,123,Urea,154,1.6,107300
757,Okara,30.8103,73.4513,sugarcane,loam,4.98,Kharif,25.8,433.7,191,FYM,324,67.5,112050
758,Lahore,31.5204,74.3587,potato,loam,1.7,Rabi,16.1,211.9,155,Urea,104,2.3,31977
759,Bahawalpur,29.3956,71.6836,rice,clay loam,4.07,Kharif,26.0,691.1,221,None,0,4.1,99634
760,Multan,30.1575,71.5249,potato,sandy loam,4.36,Rabi,18.7,254.5,108,Urea,188,2.4,50750
761,Okara,30.8103,73.4513,maize,loam,8.05,Kharif,28.2,287.0,175,None,0,3.7,115920
762,Larkana,27.5609,68.2066,maize,loam,2.03,Kharif,21.0,408.8,197,NPK,197,3.8,29232
763,Chitral,35.8512,71.7864,sugarcane,clay loam,1.7,Kharif,28.4,569.0,244,None,0,69.4,45900
764,Lahore,31.5204,74.3587,tobacco,loam,9.3,Kharif,24.4,337.1,169,DAP,147,2.2,117180
765,Mirpur Khas,25.5255,69.0159,date palm,desert sand,2.05,Perennial,30.5,107.7,71,None,0,11.2,22471
766,Chitral,35.8512,71.7864,gram,sandy loam,4.64,Rabi,24.5,207.5,144,DAP,178,2.3,62524
767,Gujranwala,32.1877,74.1945,maize,loam,4.61,Kharif,22.5,277.8,164,FYM,216,4.2,67601
768,Gujrat,32.5742,74.0754,rice,clay,1.34,Kharif,28.4,628.9,289,NPK,209,4.5,35537
769,Sialkot,32.4922,74.5311,date palm,sandy,7.0,Perennial,39.3,53.7,79,NPK,205,11.6,127265
770,Karachi,24.8607,67.0011,potato,loam,1.97,Rabi,16.6,285.2,162,Urea,158,2.1,23640
771,Baghsar,33.8667,74.7667,potato,loam,4.88,Rabi,24.3,308.7,164,Urea,106,2.3,58560
772,Mingora,35.0266,72.276,rice,clay,2.52,Kharif,28.0,780.3,255,NPK,219,4.4,66830
773,Hafizabad,32.0709,73.688,rice,clay,5.85,Kharif,27.8,730.3,239,FYM,292,4.3,155142
774,Lodhran,29.5383,71.6315,potato,sandy loam,2.64,Rabi,22.1,267.9,121,Urea,190,2.6,27900
775,Khuzdar,27.8,66.6167,wheat,silty loam,2.2,Rabi,20.4,350.9,163,DAP,134,3.2,32670
776,Bahawalpur,29.3956,71.6836,potato,sandy loam,3.96,Rabi,21.7,318.6,124,NPK,215,3.3,38016
777,Lodhran,29.5383,71.6315,cotton,loam,6.24,Kharif,34.9,331.2,198,Urea,176,2.1,97344
778,Okara,30.8103,73.4513,apple orchard,rocky loam,7.24,Perennial,13.9,515.1,158,Urea,145,9.2,74282
779,Swabi,34.1202,72.4697,maize,loam,6.22,Kharif,23.3,451.8,186,DAP,173,4.1,89568
780,Baghsar,33.8667,74.7667,cotton,loam,8.01,Kharif,31.9,346.8,168,Urea,103,2.5,124956
781,Gwadar,25.1263,62.3225,sugarcane,clay loam,0.73,Kharif,32.3,494.0,228,FYM,259,67.7,19710
782,Mingora,35.0266,72.276,tobacco,loam,1.12,Kharif,27.9,292.1,182,FYM,335,1.5,14112
783,Kohat,33.5861,71.4414,gram,sandy loam,6.08,Rabi,24.3,245.8,106,None,0,2.0,65628
784,Swabi,34.1202,72.4697,apple orchard,loam,9.43,Perennial,17.7,578.8,186,Urea,131,9.6,107502
785,Burewala,30.15,72.65,maize,sandy loam,2.16,Kharif,24.3,334.1,129,None,0,3.3,24883
786,Zhob,31.3487,69.4484,wheat,silty loam,6.22,Rabi,16.5,270.8,184,NPK,179,3.3,99448
787,Charsadda,34.1453,71.7436,apple orchard,rocky loam,4.02,Perennial,16.8,537.2,156,NPK,192,7.4,41245
788,Gwadar,25.1263,62.3225,rice,clay,4.44,Kharif,31.3,690.2,215,FYM,217,3.6,117749
789,Khanewal,30.3016,71.9351,gram,sandy loam,3.45,Rabi,20.0,192.0,144,FYM,249,2.4,50232
790,Rawalpindi,33.5651,73.0169,cotton,loam,6.25,Kharif,29.8,218.9,198,Urea,144,2.9,147144
791,Kohat,33.5861,71.4414,potato,sandy loam,5.93,Rabi,22.4,308.9,119,None,0,2.2,56928
792,Peshawar,34.0151,71.5249,wheat,clay loam,6.94,Rabi,24.4,214.9,203,FYM,302,3.4,173420
793,Multan,30.1575,71.5249,wheat,clay loam,4.62,Rabi,20.2,393.1,209,FYM,296,4.3,74844
794,Kohat,33.5861,71.4414,sugarcane,clay loam,1.3,Kharif,33.3,406.1,192,DAP,150,58.7,35100
795,Faisalabad,31.4504,73.135,sugarcane,clay loam,7.33,Kharif,33.6,421.8,224,DAP,121,64.5,197910
796,Islamabad,33.6844,73.0479,rice,clay loam,1.01,Kharif,32.9,504.4,186,FYM,275,4.9,24725
797,Kohat,33.5861,71.4414,rice,clay loam,5.83,Kharif,34.9,561.1,197,NPK,183,3.9,142718
798,Islamabad,33.6844,73.0479,sugarcane,clay loam,5.0,Kharif,25.2,529.3,241,DAP,134,51.0,135000
799,Lasbela,25.8694,66.7097,potato,sandy loam,8.37,Rabi,23.4,249.1,149,FYM,210,2.6,101043
800,Jhelum,32.9416,73.7251,wheat,loam,3.77,Rabi,18.6,357.1,164,Urea,180,3.7,50895
801,Peshawar,34.0151,71.5249,potato,sandy loam,2.04,Rabi,17.0,239.3,145,DAP,173,2.5,26226
802,Nawabshah,26.2483,68.4035,cotton,loam,1.28,Kharif,34.0,240.0,184,None,0,1.7,26624
803,Hafizabad,32.0709,73.688,tobacco,loam,9.86,Kharif,27.9,387.4,186,None,0,1.7,124236
804,Lasbela,25.8694,66.7097,cotton,loam,8.28,Kharif,28.7,218.5,152,NPK,170,3.0,195367
805,Gwadar,25.1263,62.3225,tobacco,loam,9.94,Kharif,23.8,365.4,162,DAP,166,1.7,125244
806,Mardan,34.1983,72.0452,gram,sandy loam,5.97,Rabi,22.2,115.6,135,NPK,204,1.8,118851
807,Chitral,35.8512,71.7864,gram,sandy loam,3.55,Rabi,18.3,239.5,137,NPK,168,1.8,39884
808,Jhang,31.2682,72.3184,date palm,sandy,6.55,Perennial,31.2,70.4,88,NPK,215,11.9,113341
809,Hafizabad,32.0709,73.688,cotton,sandy loam,3.48,Kharif,29.8,154.6,111,Urea,131,1.9,88815
810,Hyderabad,25.396,68.3578,maize,sandy loam,9.65,Kharif,24.9,364.6,129,FYM,236,4.5,111168
811,Jhang,31.2682,72.3184,maize,sandy loam,1.71,Kharif,23.0,331.4,137,Urea,160,4.0,19699
812,Kohat,33.5861,71.4414,rice,clay,8.69,Kharif,25.9,641.5,248,NPK,202,4.1,230459
813,Mianwali,32.5833,71.5375,wheat,loam,9.55,Rabi,18.4,399.4,197,FYM,261,4.3,128925
814,Faisalabad,31.4504,73.135,cotton,sandy loam,9.68,Kharif,34.7,198.2,134,None,0,2.0,203156
815,Chiniot,31.716,72.9814,apple orchard,rocky loam,8.89,Perennial,19.1,357.2,144,Urea,115,8.9,91211
816,Khanewal,30.3016,71.9351,sugarcane,loam,4.58,Kharif,29.1,554.6,181,FYM,202,53.8,103050
817,Sukkur,27.7132,68.8482,rice,clay loam,9.98,Kharif,26.8,721.3,208,None,0,4.3,244310
818,Lasbela,25.8694,66.7097,gram,loamy sand,3.13,Rabi,16.5,231.9,111,Urea,168,2.1,34529
819,Larkana,27.5609,68.2066,apple orchard,loam,9.84,Perennial,12.9,495.5,152,None,0,7.5,112176
820,Bannu,32.9886,70.6055,apple orchard,rocky loam,2.12,Perennial,18.9,446.2,177,FYM,209,9.0,21751
821,Thatta,24.747,67.9192,sugarcane,clay loam,1.14,Kharif,25.7,527.2,210,FYM,322,68.5,30780
822,Larkana,27.5609,68.2066,maize,sandy loam,2.0,Kharif,22.9,400.0,101,NPK,203,3.3,23040
823,Peshawar,34.0151,71.5249,potato,loam,9.66,Rabi,23.5,316.2,169,None,0,2.4,115920
824,Mingora,35.0266,72.276,tobacco,loam,5.1,Kharif,24.5,278.8,199,Urea,148,1.5,64903
825,Okara,30.8103,73.4513,sugarcane,loam,5.09,Kharif,28.0,529.6,175,FYM,205,59.9,114525
826,Quetta,30.1798,66.975,apple orchard,rocky loam,2.17,Perennial,15.8,559.2,147,DAP,158,8.1,22264
827,Sargodha,32.0836,72.6711,rice,clay,8.09,Kharif,34.6,694.0,262,Urea,139,5.0,214547
828,Mirpur Khas,25.5255,69.0159,date palm,desert sand,4.47,Perennial,32.2,126.2,62,DAP,170,8.9,45896
829,Sheikhupura,31.7131,73.9783,tobacco,silty loam,2.15,Kharif,21.5,339.3,171,Urea,175,2.3,29799
830,Bannu,32.9886,70.6055,sugarcane,clay loam,6.47,Kharif,28.0,431.2,203,DAP,145,67.0,174690
831,Jhelum,32.9416,73.7251,maize,loam,6.04,Kharif,29.2,468.6,198,Urea,173,4.0,86976
832,Larkana,27.5609,68.2066,potato,sandy loam,9.7,Rabi,20.7,269.1,105,Urea,134,2.2,101578
833,Quetta,30.1798,66.975,apple orchard,loam,8.93,Perennial,17.8,522.6,167,NPK,210,9.2,101802
834,Haripur,33.9962,72.9338,maize,loam,8.17,Kharif,29.9,490.1,164,Urea,150,3.3,117648
835,Sialkot,32.4922,74.5311,sugarcane,loam,5.63,Kharif,26.7,430.4,172,DAP,143,65.9,126675
836,Larkana,27.5609,68.2066,tobacco,loam,7.39,Kharif,25.4,379.1,160,None,0,2.0,93114
837,Sahiwal,30.6705,73.1063,cotton,loam,8.56,Kharif,28.1,176.5,166,None,0,2.9,248711
838,Haripur,33.9962,72.9338,date palm,sandy,3.54,Perennial,38.1,97.4,83,NPK,197,9.6,56238
839,Bannu,32.9886,70.6055,potato,sandy loam,1.17,Rabi,21.4,217.6,147,Urea,133,2.3,17073
840,Nawabshah,26.2483,68.4035,gram,sandy loam,8.03,Rabi,15.7,177.7,119,NPK,212,1.7,124955
841,Mirpur Khas,25.5255,69.0159,apple orchard,loam,1.22,Perennial,13.6,336.2,174,NPK,209,7.8,13908
842,Abbottabad,34.1463,73.2117,apple orchard,loam,4.02,Perennial,17.5,434.1,169,None,0,8.3,45828
843,Kotli,33.5186,73.9022,maize,loam,6.93,Kharif,26.3,368.6,159,None,0,4.4,99792
844,Rawalpindi,33.5651,73.0169,sugarcane,clay loam,3.45,Kharif,32.4,485.9,187,Urea,130,51.5,93150
845,Kohat,33.5861,71.4414,potato,loam,3.1,Rabi,19.2,219.1,189,Urea,169,2.4,56079
846,Baghsar,33.8667,74.7667,apple orchard,loam,0.78,Perennial,20.0,498.4,153,NPK,204,7.6,8892
847,Rawalpindi,33.5651,73.0169,cotton,sandy loam,5.33,Kharif,28.0,209.2,129,DAP,151,1.9,105764
848,Baghsar,33.8667,74.7667,gram,loamy sand,5.4,Rabi,24.1,164.0,94,DAP,134,1.6,83633
849,Sukkur,27.7132,68.8482,potato,loam,4.31,Rabi,15.2,324.8,180,Urea,156,2.4,51720
850,Larkana,27.5609,68.2066,rice,clay,1.06,Kharif,29.5,591.5,263,Urea,116,3.7,28111
851,Mirpur Khas,25.5255,69.0159,cotton,loam,4.21,Kharif,34.4,173.7,194,Urea,198,2.9,123854
852,Karachi,24.8607,67.0011,apple orchard,rocky loam,1.78,Perennial,17.3,591.0,152,NPK,165,8.3,18263
853,Khuzdar,27.8,66.6167,maize,sandy loam,8.62,Kharif,22.8,357.8,110,NPK,181,3.5,99302
854,Faisalabad,31.4504,73.135,wheat,silty loam,5.93,Rabi,17.6,299.0,170,None,0,3.4,88060
855,Quetta,30.1798,66.975,wheat,clay loam,9.19,Rabi,21.7,310.0,226,FYM,332,4.0,148878
856,Chitral,35.8512,71.7864,apple orchard,rocky loam,6.9,Perennial,15.7,543.8,132,DAP,132,9.0,70794
857,Bannu,32.9886,70.6055,potato,loam,9.96,Rabi,21.1,316.8,168,None,0,2.5,119520
858,Swat,35.2217,72.4252,date palm,desert sand,8.46,Perennial,36.9,144.9,47,FYM,238,9.9,80930
859,Nawabshah,26.2483,68.4035,cotton,sandy loam,7.55,Kharif,31.3,187.7,107,Urea,164,2.4,166698
860,Kotli,33.5186,73.9022,cotton,sandy loam,5.44,Kharif,26.1,172.4,144,DAP,180,1.6,128767
861,Nawabshah,26.2483,68.4035,maize,sandy loam,7.3,Kharif,24.4,327.6,136,DAP,139,4.1,84096
862,Gujrat,32.5742,74.0754,apple orchard,loam,9.88,Perennial,13.2,386.5,175,None,0,9.8,112632
863,Attock,33.7731,72.3744,gram,loamy sand,2.12,Rabi,24.6,202.9,87,DAP,161,2.4,27422
864,Haripur,33.9962,72.9338,rice,clay loam,1.06,Kharif,33.3,572.5,194,NPK,175,4.9,25949
865,Khanewal,30.3016,71.9351,maize,loam,2.0,Kharif,23.6,453.8,190,NPK,172,3.9,28800
866,Burewala,30.15,72.65,cotton,loam,0.65,Kharif,27.4,205.6,150,None,0,2.2,16427
867,Kasur,31.1155,74.4466,wheat,loam,5.68,Rabi,24.4,295.4,161,DAP,178,4.1,76680
868,Bhimber,32.979,74.0792,date palm,desert sand,9.07,Perennial,31.0,84.1,59,None,0,8.0,107445
869,Khanewal,30.3016,71.9351,sugarcane,clay loam,1.54,Kharif,29.0,462.9,198,None,0,59.1,41580
870,Thatta,24.747,67.9192,potato,sandy loam,2.12,Rabi,23.4,322.3,127,None,0,2.5,20352
871,Larkana,27.5609,68.2066,wheat,silty loam,5.21,Rabi,20.2,264.5,165,None,0,4.5,87362
872,Islamabad,33.6844,73.0479,tobacco,loam,8.45,Kharif,24.5,274.4,169,DAP,154,1.7,111439
873,Kotli,33.5186,73.9022,wheat,silty loam,3.99,Rabi,18.9,319.4,181,FYM,214,4.4,59252
874,Larkana,27.5609,68.2066,rice,clay,6.54,Kharif,25.4,542.0,276,NPK,203,4.8,173441
875,Charsadda,34.1453,71.7436,sugarcane,loam,5.06,Kharif,30.6,465.2,173,DAP,173,52.3,113850
876,Hyderabad,25.396,68.3578,cotton,loam,1.18,Kharif,34.1,171.1,182,None,0,2.8,35113
877,Turbat,26.0012,63.0515,potato,loam,6.87,Rabi,24.0,281.3,189,FYM,292,2.1,82440
878,Thatta,24.747,67.9192,apple orchard,loam,9.92,Perennial,16.3,341.2,159,FYM,312,8.4,113088
879,Muzaffarabad,34.3702,73.4711,maize,loam,3.04,Kharif,24.2,468.6,182,FYM,301,3.4,43776
880,Abbottabad,34.1463,73.2117,potato,loam,6.65,Rabi,22.7,228.3,181,None,0,3.3,114180
881,Kohat,33.5861,71.4414,maize,sandy loam,5.48,Kharif,29.9,469.4,141,DAP,176,3.8,63130
882,Larkana,27.5609,68.2066,rice,clay,8.29,Kharif,31.0,620.2,213,DAP,144,4.4,219851
883,Jhang,31.2682,72.3184,cotton,loam,5.64,Kharif,29.3,274.9,185,FYM,315,2.1,91723
884,Chiniot,31.716,72.9814,cotton,loam,3.33,Kharif,30.7,307.4,198,DAP,169,2.2,51948
885,Turbat,26.0012,63.0515,gram,sandy loam,6.5,Rabi,24.2,159.9,143,NPK,219,1.5,109246
886,Burewala,30.15,72.65,potato,sandy loam,8.3,Rabi,17.6,287.2,145,DAP,165,2.1,79680
887,Thatta,24.747,67.9192,gram,sandy loam,9.95,Rabi,19.5,206.2,122,FYM,263,1.9,134982
888,Lasbela,25.8694,66.7097,date palm,sandy,9.71,Perennial,40.0,65.3,62,FYM,224,11.3,170622
889,Thatta,24.747,67.9192,maize,sandy loam,3.27,Kharif,26.8,357.6,131,DAP,160,4.1,37670
890,Mingora,35.0266,72.276,potato,sandy loam,2.54,Rabi,19.9,258.2,138,None,0,3.1,28814
891,Nawabshah,26.2483,68.4035,maize,loam,6.91,Kharif,23.6,479.9,152,None,0,4.1,99504
892,Mardan,34.1983,72.0452,apple orchard,rocky loam,6.7,Perennial,10.4,384.5,164,FYM,328,9.3,68742
893,Bahawalpur,29.3956,71.6836,potato,sandy loam,5.69,Rabi,23.3,314.7,138,FYM,298,3.0,54624
894,Chiniot,31.716,72.9814,sugarcane,loam,4.1,Kharif,28.4,426.5,155,FYM,236,63.4,92250
895,Gujrat,32.5742,74.0754,cotton,loam,1.88,Kharif,32.9,284.9,155,DAP,172,2.6,29328
896,Mardan,34.1983,72.0452,sugarcane,loam,8.76,Kharif,34.2,587.2,156,DAP,148,59.8,197100
897,Bannu,32.9886,70.6055,gram,loamy sand,2.12,Rabi,23.3,190.1,96,FYM,284,1.7,29202
898,Jhelum,32.9416,73.7251,rice,clay loam,9.98,Kharif,27.1,599.7,207,None,0,4.0,244310
899,Sukkur,27.7132,68.8482,date palm,desert sand,9.86,Perennial,39.6,71.4,79,FYM,304,8.3,121500
900,Faisalabad,31.4504,73.135,date palm,desert sand,2.72,Perennial,31.9,73.9,70,Urea,123,9.6,33262
901,Sukkur,27.7132,68.8482,potato,sandy loam,7.42,Rabi,19.9,260.5,115,Urea,161,2.1,82807
902,Jhang,31.2682,72.3184,wheat,loam,1.47,Rabi,17.7,231.3,195,Urea,103,3.4,27899
903,Multan,30.1575,71.5249,tobacco,loam,8.64,Kharif,25.2,373.4,165,FYM,239,2.4,108864
904,Burewala,30.15,72.65,wheat,loam,1.38,Rabi,20.0,283.7,169,DAP,155,4.2,18630
905,Kotli,33.5186,73.9022,potato,loam,1.04,Rabi,16.1,295.9,184,NPK,199,3.2,12480
906,Faisalabad,31.4504,73.135,tobacco,loam,0.98,Kharif,21.1,348.8,172,DAP,121,2.2,12348
907,Charsadda,34.1453,71.7436,date palm,sandy,8.14,Perennial,38.5,76.8,79,Urea,178,9.0,138120
908,Peshawar,34.0151,71.5249,tobacco,loam,5.95,Kharif,29.5,331.6,174,NPK,206,1.5,74970
909,Khuzdar,27.8,66.6167,maize,loam,1.02,Kharif,22.3,286.7,162,FYM,250,3.9,14688
910,Bhimber,32.979,74.0792,rice,clay,1.8,Kharif,25.5,547.9,223,DAP,120,3.7,47736
911,Bhimber,32.979,74.0792,wheat,loam,4.33,Rabi,24.2,292.5,156,None,0,3.4,58455
912,Baghsar,33.8667,74.7667,cotton,loam,3.23,Kharif,27.1,314.3,168,NPK,170,2.2,50388
913,Nawabshah,26.2483,68.4035,wheat,loam,4.83,Rabi,16.8,338.9,191,None,0,4.0,65205
914,Mirpur Khas,25.5255,69.0159,rice,clay loam,9.58,Kharif,30.2,756.2,194,Urea,135,4.7,234518
915,Jhang,31.2682,72.3184,gram,sandy loam,3.89,Rabi,21.9,174.0,143,NPK,162,2.2,61540
916,Quetta,30.1798,66.975,wheat,loam,5.47,Rabi,19.9,251.1,184,Urea,166,4.4,91629
917,Sukkur,27.7132,68.8482,tobacco,silty loam,9.28,Kharif,22.8,254.4,212,None,0,1.8,156060
918,Lahore,31.5204,74.3587,rice,clay loam,4.38,Kharif,33.4,631.6,242,NPK,190,3.9,107222
919,Lodhran,29.5383,71.6315,date palm,sandy,7.91,Perennial,29.7,54.9,70,DAP,132,9.3,143311
920,Larkana,27.5609,68.2066,cotton,sandy loam,8.9,Kharif,29.0,189.6,106,None,0,2.0,194746
921,Chitral,35.8512,71.7864,potato,sandy loam,5.78,Rabi,24.1,343.7,136,NPK,179,3.3,55488
922,Bhimber,32.979,74.0792,potato,loam,2.0,Rabi,20.8,262.5,151,NPK,204,2.1,27500
923,Chiniot,31.716,72.9814,potato,sandy loam,9.57,Rabi,22.1,254.5,101,Urea,164,2.4,111395
924,Chitral,35.8512,71.7864,gram,sandy loam,6.29,Rabi,24.6,221.1,106,FYM,270,2.0,78770
925,Swabi,34.1202,72.4697,sugarcane,loam,4.71,Kharif,34.4,414.1,176,Urea,130,67.2,105975
926,Multan,30.1575,71.5249,maize,sandy loam,1.7,Kharif,24.4,437.8,139,FYM,212,3.4,19584
927,Gwadar,25.1263,62.3225,rice,clay,8.41,Kharif,27.7,618.1,289,NPK,169,4.5,223033
928,Gujranwala,32.1877,74.1945,potato,loam,2.16,Rabi,17.8,322.0,163,DAP,172,2.9,25920
929,Hyderabad,25.396,68.3578,date palm,sandy,3.41,Perennial,29.3,52.8,65,Urea,109,10.3,62157
930,Jhang,31.2682,72.3184,sugarcane,loam,3.3,Kharif,26.8,408.5,155,DAP,152,62.5,74250
931,Mansehra,34.3332,73.1992,gram,loamy sand,4.24,Rabi,16.4,146.7,91,Urea,155,2.3,70481
932,Zhob,31.3487,69.4484,potato,loam,7.75,Rabi,24.0,293.6,155,None,0,2.8,93000
933,Khanewal,30.3016,71.9351,potato,loam,7.36,Rabi,22.0,284.2,189,None,0,3.0,88320
934,Khanewal,30.3016,71.9351,gram,loamy sand,3.3,Rabi,21.9,207.4,86,None,0,1.8,41710
935,Gujranwala,32.1877,74.1945,gram,loamy sand,7.11,Rabi,19.6,131.4,115,NPK,167,2.1,125327
936,Mianwali,32.5833,71.5375,maize,sandy loam,2.58,Kharif,23.2,276.3,105,NPK,187,3.3,30638
937,Haripur,33.9962,72.9338,sugarcane,loam,9.34,Kharif,34.5,528.9,179,DAP,178,62.6,210150
938,Attock,33.7731,72.3744,wheat,loam,8.84,Rabi,23.9,302.3,152,None,0,4.0,119340
939,Mianwali,32.5833,71.5375,apple orchard,rocky loam,3.2,Perennial,12.5,538.3,171,DAP,138,8.9,32832
940,Turbat,26.0012,63.0515,rice,clay,0.73,Kharif,32.5,736.8,273,NPK,180,4.5,19360
941,Lahore,31.5204,74.3587,rice,clay loam,8.03,Kharif,27.6,757.9,221,None,0,4.8,196574
942,Chitral,35.8512,71.7864,tobacco,silty loam,4.89,Kharif,29.6,300.8,191,None,0,1.8,67775
943,Larkana,27.5609,68.2066,maize,loam,8.9,Kharif,27.4,429.4,176,FYM,267,3.5,128160
944,Sahiwal,30.6705,73.1063,apple orchard,rocky loam,6.6,Perennial,13.3,542.2,172,NPK,211,8.4,67716
945,Faisalabad,31.4504,73.135,apple orchard,rocky loam,1.88,Perennial,13.2,420.5,167,Urea,151,8.6,19289
946,Mingora,35.0266,72.276,tobacco,loam,3.6,Kharif,24.0,313.6,159,NPK,218,2.1,45360
947,Bannu,32.9886,70.6055,apple orchard,rocky loam,9.91,Perennial,16.0,545.4,161,NPK,190,7.2,101677
948,Lahore,31.5204,74.3587,date palm,desert sand,4.36,Perennial,32.0,126.4,44,None,0,10.8,44734
949,Chiniot,31.716,72.9814,date palm,sandy,0.94,Perennial,37.5,75.7,55,DAP,167,10.7,16004
950,Mardan,34.1983,72.0452,potato,loam,2.29,Rabi,23.6,226.9,153,None,0,2.4,39640
951,Mingora,35.0266,72.276,tobacco,loam,8.78,Kharif,28.5,294.3,200,None,0,1.8,110628
952,Gujranwala,32.1877,74.1945,rice,clay loam,4.89,Kharif,29.2,555.1,191,None,0,4.1,119707
953,Thatta,24.747,67.9192,apple orchard,rocky loam,4.55,Perennial,19.5,373.5,178,Urea,142,9.4,46683
954,Lasbela,25.8694,66.7097,cotton,loam,7.93,Kharif,32.0,225.9,176,DAP,157,1.9,179480
